Symbol	Estimate	Std. Error	t value	Pr(>|t|)
NA	8.29E-07	1.55E-06	0.533634646	0.593692101
MIR4650-2	8.53E-07	1.02E-06	0.833018502	0.40499828
KIAA0922	-6.04E-07	1.20E-07	-5.031536356	5.60E-07
NA	-1.71E-06	2.40E-06	-0.71092492	0.477267435
KRTAP4-11	3.71E-07	1.25E-06	0.29603395	0.767254827
NA	1.68E-06	1.52E-06	1.104239492	0.269708258
NA	3.28E-06	9.16E-06	0.358037904	0.720377242
MIR3666	8.36E-07	1.39E-06	0.600951224	0.547984748
NUF2	6.06E-07	6.26E-08	9.687376207	1.99E-21
NA	2.07E-06	5.29E-06	0.390938305	0.695911492
RP11-83M16.5	-2.41E-05	2.57E-06	-9.405317296	2.50E-20
NA	-2.17E-07	9.89E-07	-0.218963302	0.826715471
HLA-DQA1	8.74E-08	1.71E-08	5.112722119	3.69E-07
CD300C	5.89E-07	2.58E-07	2.284451903	0.02251708
TOGARAM1	-8.68E-07	2.38E-07	-3.65289771	0.000270359
NA	5.93E-06	5.02E-06	1.18035356	0.238091035
NA	-2.32E-06	3.24E-07	-7.174118367	1.26E-12
NA	1.46E-06	9.29E-07	1.566642126	0.117459186
NA	-8.15E-06	1.17E-05	-0.693739299	0.48797854
NA	3.25E-06	4.52E-07	7.190863495	1.12E-12
NA	3.42E-06	1.12E-06	3.069555319	0.002191385
G6PD	5.33E-08	1.59E-08	3.340352759	0.000862172
RNASE1	-4.45E-08	3.35E-09	-13.27563512	1.18E-37
TMCC1	4.70E-07	1.54E-07	3.057163981	0.002283305
PTTG2	3.24E-06	3.24E-06	1.001025915	0.317013924
NA	1.34E-05	9.22E-06	1.449189818	0.147543047
CLTB	4.98E-08	1.60E-08	3.108976236	0.001921073
NA	1.35E-06	3.14E-06	0.428533464	0.66833886
NA	8.46E-06	9.17E-06	0.922299702	0.356555676
NA	6.77E-06	1.82E-06	3.728559809	0.000201461
GBAS	-3.20E-09	2.13E-08	-0.149984809	0.880801534
AZIN1	8.40E-08	1.52E-08	5.516798124	4.22E-08
MIR548A2	9.47E-06	2.40E-05	0.394291886	0.693434861
NA	3.54E-07	4.80E-07	0.738724059	0.460217483
NA	5.08E-07	1.26E-06	0.404605847	0.685838594
NA	1.61E-05	1.34E-05	1.19353881	0.232891797
NA	3.06E-08	6.13E-08	0.499208091	0.61772332
NA	2.61E-07	7.96E-07	0.328362621	0.742694175
NA	-2.79E-06	3.66E-06	-0.763638949	0.445230932
RP11-799O21.1	7.45E-08	8.08E-08	0.921897531	0.356765348
NA	2.50E-07	4.26E-07	0.588392694	0.556378277
SARDH	1.26E-06	2.61E-07	4.838138598	1.48E-06
NA	2.29E-06	1.03E-06	2.224351846	0.026308265
PCDH20	1.95E-05	9.90E-06	1.965660773	0.049565648
bP-2189O9.3	1.74E-06	1.54E-06	1.135989692	0.256185267
MYL4	-2.59E-07	9.91E-07	-0.261261986	0.79393483
NA	-0.000285856	0.000177074	-1.614335933	0.106714657
NEMF	-4.11E-07	2.22E-07	-1.851324449	0.06436581
OLIG3	5.24E-06	5.40E-06	0.970618216	0.33193193
NA	1.07E-05	3.89E-05	0.275483925	0.782991394
CECR5	5.02E-07	1.01E-07	4.967102186	7.77E-07
STKLD1	3.30E-06	1.60E-06	2.066971401	0.038948615
NA	0	1.453387714	0	1
NA	-2.49E-06	7.06E-07	-3.529440468	0.000432028
NA	5.92E-06	5.90E-06	1.004489122	0.315343245
NA	4.18E-07	1.96E-07	2.131969827	0.033209786
NA	0	1.453387714	0	1
RP11-96C21.2	-1.42E-05	6.66E-06	-2.134541218	0.032998502
NA	2.12E-06	3.54E-05	0.0599782	0.952182877
NA	3.12E-06	4.72E-05	0.0661724	0.947251475
NA	8.88E-05	9.46E-05	0.938775127	0.3480331
NA	2.59E-07	4.20E-07	0.617194375	0.537222359
NA	3.74E-06	7.65E-06	0.489078896	0.62487426
NA	0	1.453387714	0	1
NA	9.04E-07	1.64E-06	0.551594123	0.58132806
NA	1.52E-06	1.08E-06	1.407557501	0.159518338
C1GALT1C1	2.44E-07	5.06E-08	4.825391978	1.57E-06
NEUROD1	9.18E-08	1.87E-07	0.489957211	0.624252778
NA	8.10E-06	9.91E-06	0.817381109	0.413871183
NA	1.82E-06	2.11E-07	8.626050737	1.96E-17
NA	1.51E-05	2.71E-05	0.557596412	0.577222889
NA	2.35E-06	5.13E-06	0.458364142	0.646772955
FAXC	1.72E-06	5.10E-07	3.377252243	0.000755347
NA	9.90E-07	2.25E-06	0.440112772	0.659933841
NA	-1.04E-07	9.82E-07	-0.105946127	0.915642613
BORCS8-MEF2B	2.67E-06	1.95E-06	1.367273934	0.171792761
NA	-3.27E-07	1.37E-07	-2.385506066	0.017208403
NA	1.72E-06	9.23E-07	1.867544221	0.062066639
PRICKLE1	4.95E-07	1.56E-07	3.162153492	0.001604894
ERN2	5.41E-07	6.42E-07	0.843140869	0.399315889
NA	-3.37E-06	1.48E-05	-0.227176734	0.8203246
NA	-5.21E-05	3.42E-05	-1.522628776	0.128112246
TFRC	1.19E-07	1.92E-08	6.210646139	7.24E-10
NA	2.37E-06	2.02E-06	1.177758414	0.239123949
CD3G	5.67E-07	2.17E-07	2.607548653	0.009231246
NA	1.78E-06	4.52E-06	0.394340441	0.693399027
NA	3.41E-06	1.93E-05	0.176156446	0.860200441
NA	1.16E-05	2.61E-05	0.444664161	0.6566418
NA	6.21E-06	1.24E-05	0.499666919	0.61740025
NA	-3.14E-06	1.53E-06	-2.054318292	0.040158783
RP11-288L9.1	4.65E-06	1.25E-06	3.727601863	0.00020222
NA	4.00E-06	2.57E-06	1.556165821	0.11992952
TMEM97	2.00E-07	2.75E-08	7.280083168	5.98E-13
PRSS33	5.74E-08	4.90E-08	1.171856662	0.241484724
MIR1267	3.64E-07	4.05E-07	0.899027473	0.368816454
MIR3126	4.55E-07	4.06E-07	1.119430593	0.263178098
NA	1.53E-06	4.05E-06	0.377037193	0.706211914
NA	1.06E-05	7.85E-06	1.350330177	0.177161978
NA	4.08E-06	6.14E-06	0.665541138	0.505830971
NA	9.48E-06	5.41E-06	1.752932711	0.079866162
PPP2R5D	1.47E-07	3.80E-08	3.869695968	0.000114769
NA	0	1.453387714	0	1
C3orf30	1.34E-05	6.46E-06	2.079323601	0.037797286
NA	3.01E-05	3.10E-05	0.971569119	0.331458645
NA	6.46E-06	2.17E-06	2.983648178	0.002905317
NA	4.77E-06	1.21E-05	0.393616186	0.693933605
NA	3.73E-06	2.08E-06	1.79401795	0.073059273
NA	0	1.453387714	0	1
TBC1D13	-1.33E-06	9.49E-08	-13.9983632	2.20E-41
NA	0	1.453387714	0	1
NA	7.21E-07	8.95E-07	0.805815514	0.42050717
CCL2	-1.70E-07	1.93E-08	-8.807608028	4.33E-18
NA	6.97E-05	6.62E-05	1.053635223	0.292259785
NA	-3.08E-05	2.53E-06	-12.17226063	3.04E-32
STON1	-3.98E-06	2.60E-07	-15.31685763	1.51E-48
NA	3.25E-06	7.46E-06	0.435767748	0.663082781
NA	2.44E-06	1.62E-06	1.504588291	0.132690282
NA	1.65E-05	4.60E-05	0.359476616	0.719301137
NA	6.66E-07	1.43E-07	4.641308782	3.84E-06
EDARADD	1.33E-07	7.50E-08	1.769797555	0.077012057
ST20	1.56E-06	2.21E-07	7.049968521	3.00E-12
NA	-9.03E-06	1.19E-05	-0.757875895	0.448672489
NA	6.77E-07	7.84E-07	0.862362151	0.388658716
MIR573	-1.62E-06	1.94E-07	-8.309384219	2.55E-16
NA	9.48E-06	4.54E-06	2.087590188	0.037043069
NA	1.28E-06	1.10E-06	1.157656516	0.247232132
NA	3.57E-07	5.68E-07	0.628100665	0.530056231
NA	4.42E-07	1.24E-06	0.355595446	0.722205382
NA	9.21E-06	4.12E-06	2.232350704	0.025773772
SSX1	1.18E-07	8.99E-08	1.307115897	0.191421078
NA	1.81E-06	3.51E-07	5.157066979	2.93E-07
NA	3.31E-06	4.67E-06	0.710043148	0.477813855
NA	8.72E-06	2.23E-05	0.39128189	0.695657603
POT1	7.27E-07	1.74E-07	4.171968455	3.23E-05
NA	-1.90E-06	6.47E-07	-2.944457004	0.00329687
NA	2.73E-06	6.80E-06	0.400835776	0.688611629
NA	-9.41E-09	9.43E-08	-0.099762627	0.920549264
APOBEC3A	7.46E-07	2.56E-07	2.916517176	0.003604771
NA	-5.33E-06	1.42E-06	-3.75677779	0.000180288
NA	2.14E-05	1.10E-05	1.939251289	0.052702391
ABI3	2.85E-07	1.22E-07	2.334114811	0.019752305
NA	2.12E-06	2.05E-06	1.032047091	0.302255782
NA	1.08E-06	2.68E-06	0.401944354	0.687795789
NA	-1.66E-05	4.02E-05	-0.413693198	0.679171939
RP3-467K16.2	-0.000220979	4.04E-05	-5.469705451	5.47E-08
NA	6.26E-06	1.05E-05	0.599148386	0.549185818
NA	1.14E-06	3.12E-07	3.671300939	0.000251812
NA	-8.10E-07	8.81E-07	-0.919824344	0.35784744
NA	-1.55E-06	6.72E-06	-0.230425143	0.81780028
RP11-15A1.7	-2.93E-06	3.54E-06	-0.826483431	0.40869245
NA	6.24E-07	2.77E-06	0.225156178	0.821895704
NA	-2.91E-05	3.79E-05	-0.768635567	0.442259306
NA	3.84E-06	3.17E-06	1.209344845	0.226766041
NA	0.00032258	0.000223878	1.440872846	0.149878682
NA	0	1.453387714	0	1
NA	1.22E-07	1.41E-07	0.867639307	0.385763431
NA	2.99E-05	2.64E-05	1.131566477	0.258040396
NA	2.63E-06	1.70E-06	1.548367334	0.121794729
NA	1.78E-05	8.31E-06	2.138392043	0.032684246
AC018799.1	4.20E-06	1.40E-05	0.300395376	0.763927065
NA	-1.43E-06	1.99E-06	-0.718558815	0.472551181
ITM2A	-2.89E-07	1.39E-08	-20.84615252	9.89E-83
NA	1.87E-06	2.24E-06	0.832651679	0.405205109
IFITM5	1.24E-08	2.73E-08	0.453035358	0.650604304
NA	2.00E-05	5.27E-05	0.380389239	0.7037231
NA	7.48E-07	2.63E-07	2.848086939	0.004472515
NA	1.04E-06	1.33E-06	0.781011594	0.43494807
LYVE1	-6.31E-07	2.13E-08	-29.65527363	8.59E-146
NA	-1.48E-05	2.39E-05	-0.620236518	0.535218584
NA	1.74E-05	2.07E-05	0.842592951	0.399622238
NA	-5.47E-06	6.64E-06	-0.824033742	0.410082379
NA	-7.93E-05	2.94E-05	-2.699675741	0.007037206
NUBPL	-2.10E-06	3.08E-07	-6.813014729	1.50E-11
BHMT2	-1.61E-06	6.65E-08	-24.1870843	8.56E-106
NA	2.63E-07	2.32E-07	1.13380273	0.257101332
IRF7	2.26E-07	2.42E-08	9.340629853	4.43E-20
NA	4.32E-06	5.92E-06	0.729027994	0.466125271
NA	1.18E-06	1.30E-06	0.904131081	0.366105423
NA	2.03E-05	1.50E-05	1.356572673	0.175169448
GNA13	1.31E-07	3.31E-08	3.942519567	8.52E-05
NA	8.18E-06	9.17E-06	0.891831184	0.372660297
NA	1.52E-06	8.95E-07	1.694384979	0.090448846
NA	1.97E-08	3.71E-07	0.053042605	0.957706696
C16orf89	-9.00E-08	2.32E-08	-3.884183062	0.000108217
NA	-3.42E-06	2.76E-05	-0.123833258	0.901467814
NA	-5.08E-05	4.51E-06	-11.26754726	4.46E-28
NA	3.54E-08	5.62E-08	0.62972088	0.52899581
NA	2.07E-06	4.87E-06	0.424064899	0.671593675
MIR640	7.66E-07	7.02E-07	1.091348804	0.275336155
NXPE2	-2.93E-05	4.31E-06	-6.816033877	1.47E-11
NA	-2.09E-07	1.25E-05	-0.016764624	0.986627149
RP5-862P8.2	2.62E-07	2.59E-07	1.012369681	0.311563221
NA	9.68E-08	1.88E-07	0.513746689	0.607522672
PITPNB	-1.05E-07	7.30E-08	-1.442692265	0.149365341
NA	-1.86E-06	2.89E-06	-0.645820742	0.518517603
NA	-1.40E-06	1.04E-05	-0.134618394	0.892935931
NA	-1.76E-07	3.05E-07	-0.578324236	0.563152586
NA	1.12E-07	3.46E-07	0.322363345	0.747233
NA	3.53E-06	1.16E-06	3.034907588	0.002457336
NA	1.40E-06	1.42E-06	0.985934737	0.324361755
NA	4.72E-07	5.60E-07	0.841817593	0.400055995
NA	-5.37E-06	3.48E-06	-1.540097462	0.12379741
NA	-2.27E-06	8.77E-07	-2.587853384	0.009772983
RP5-828H9.3	-1.22E-05	1.61E-05	-0.757124537	0.449122294
SLC16A1	5.34E-08	4.00E-08	1.337231276	0.181397857
NA	-5.15E-06	1.30E-05	-0.394831622	0.69303657
OR2A5	-2.29E-06	1.07E-05	-0.214314898	0.830337522
ZBTB42	5.49E-07	6.34E-08	8.659916006	1.48E-17
FXN	1.02E-07	2.36E-07	0.432995235	0.66509521
SNORA21	0	1.453387714	0	1
CHD7	6.24E-07	1.74E-07	3.590987224	0.000342595
NA	2.27E-06	1.10E-06	2.071102374	0.038560298
EPHA8	1.19E-06	4.22E-07	2.825868245	0.004792604
SNORD115-21	1.66E-06	2.26E-06	0.736191843	0.461756296
NA	1.28E-09	1.76E-09	0.728482029	0.466459176
HYAL2	5.61E-08	7.06E-08	0.795000283	0.426768861
NA	-2.59E-06	3.03E-06	-0.853437231	0.393585376
NA	4.66E-06	1.41E-06	3.311986051	0.000953654
NLGN1	-1.13E-05	1.10E-06	-10.32379416	5.24E-24
NA	-7.66E-06	1.67E-05	-0.458640626	0.64657442
NA	-2.08E-08	1.17E-07	-0.176815506	0.859682826
ITGA2B	3.81E-06	1.36E-06	2.806040494	0.005095624
ALDH3B1	5.57E-07	1.67E-07	3.336594017	0.000873807
NA	-1.76E-06	4.35E-06	-0.404524045	0.685898718
NA	6.57E-08	4.10E-08	1.602876702	0.109222222
NA	0	1.453387714	0	1
NA	0	1.453387714	0	1
NA	2.25E-06	1.64E-06	1.369662688	0.171045714
TFAP2B	6.55E-08	2.26E-08	2.9031944	0.00376062
NA	-1.52E-05	6.27E-06	-2.43135477	0.015186528
NA	1.33E-06	1.45E-06	0.915939018	0.359880933
NA	4.09E-06	8.56E-06	0.477759461	0.632907497
TAPT1	-4.35E-08	1.28E-07	-0.340609192	0.733456789
NA	4.13E-06	1.00E-06	4.124587261	3.97E-05
MFAP3L	-2.76E-07	1.52E-07	-1.809658782	0.070596146
NA	-7.69E-06	5.91E-06	-1.300652132	0.193624593
NA	2.85E-06	5.77E-06	0.49377502	0.62155447
NA	0	1.453387714	0	1
NA	9.55E-08	3.68E-07	0.259147193	0.795565644
NA	-7.54E-06	7.51E-06	-1.00366277	0.315741357
KIF20B	1.63E-06	2.05E-07	7.915422693	5.52E-15
NA	2.75E-06	9.84E-07	2.795022076	0.005271411
NDST1	-4.73E-07	4.09E-08	-11.56760807	1.97E-29
GPR146	-8.62E-06	2.88E-07	-29.89043807	1.50E-147
NA	-1.02E-06	1.46E-05	-0.069928377	0.944262193
NA	-8.81E-07	1.12E-06	-0.790155184	0.429591585
NA	-9.74E-06	8.72E-06	-1.117246269	0.264110282
RP11-566J3.1	2.70E-05	2.69E-05	1.005697262	0.314761794
RBFOX2	-1.35E-06	7.64E-08	-17.67008048	2.35E-62
MIR1285-2	1.16E-06	6.72E-06	0.172269822	0.863254145
NA	3.14E-05	2.86E-05	1.096961421	0.272875976
MMP28	-1.64E-06	1.05E-07	-15.63345486	2.49E-50
COX11	4.41E-08	1.12E-07	0.39291374	0.694452232
LY6G6D	-1.06E-06	5.32E-06	-0.19876095	0.842483052
NA	1.75E-06	1.07E-05	0.162722154	0.870764307
NA	1.59E-05	1.25E-05	1.271519925	0.203787489
NA	0	1.453387714	0	1
NA	1.85E-06	4.67E-07	3.959464355	7.95E-05
NA	3.32E-07	6.51E-07	0.508981109	0.610858033
NA	4.52E-07	6.01E-07	0.752288504	0.452023533
SHOX2	-1.74E-06	3.39E-07	-5.136359459	3.26E-07
NA	8.00E-07	2.45E-07	3.26773811	0.001114479
NA	3.02E-08	7.52E-08	0.402081017	0.687695239
CCM2	2.81E-07	1.10E-07	2.555121674	0.010736257
RNF26	6.04E-08	7.02E-08	0.860323903	0.389780527
snoU13	-8.49E-07	6.11E-07	-1.390032836	0.16477393
NA	7.76E-05	4.16E-05	1.864133253	0.062544414
NA	2.02E-06	2.89E-06	0.698392456	0.485065658
NA	-9.40E-06	1.62E-05	-0.580448425	0.561720069
TPD52L2	8.48E-08	2.50E-08	3.389510083	0.000722675
NA	-6.84E-06	2.07E-05	-0.330850645	0.740814445
LIME1	2.48E-06	3.84E-07	6.462177165	1.49E-10
CORIN	2.76E-06	4.34E-07	6.348887096	3.06E-10
PRM2	4.24E-06	7.90E-06	0.535949382	0.592091793
C1orf186	1.28E-07	7.03E-08	1.826601935	0.068005306
NA	-5.21E-07	1.79E-06	-0.29025249	0.771672694
RNASEH1	1.68E-07	1.44E-07	1.171016567	0.241822103
GRB2	7.24E-08	1.11E-08	6.489957639	1.25E-10
RP11-138D23.3	7.87E-07	2.56E-06	0.307532599	0.758490806
CTB-50E14.6	-8.36E-06	6.18E-07	-13.53144129	5.87E-39
CPB1	5.40E-10	2.55E-10	2.117099199	0.034454531
NA	-4.93E-06	9.20E-07	-5.357443356	1.01E-07
NA	4.04E-07	4.85E-07	0.832484741	0.405299255
NKX6-3	1.12E-06	9.18E-07	1.216986051	0.223846245
NA	9.19E-08	3.03E-07	0.30347304	0.761581433
NA	0.000269904	0.000271893	0.992685311	0.321061312
NA	2.65E-06	2.42E-06	1.091447622	0.27529271
NA	1.01E-07	2.55E-07	0.394208069	0.693496721
NA	-4.55E-06	1.80E-05	-0.252631918	0.800595466
ANXA2R	2.89E-08	3.33E-07	0.086885172	0.930777126
USP37	4.70E-07	3.08E-07	1.52511777	0.127490399
RP11-178C3.2	-4.41E-07	1.02E-06	-0.432302083	0.665598713
NA	8.42E-07	4.98E-07	1.689948146	0.091294825
NA	5.62E-06	9.03E-06	0.62252849	0.533711422
NA	-1.12E-06	1.59E-06	-0.707484086	0.4794016
CTD-2373J6.2	-2.21E-06	3.29E-06	-0.673012499	0.501067534
NA	9.25E-06	1.48E-05	0.625089866	0.532029649
CTD-2555C10.3	2.88E-06	1.91E-06	1.511235203	0.130988993
NA	1.70E-05	1.10E-05	1.555114174	0.120179734
ARIH2	-1.05E-06	1.52E-07	-6.905149089	8.07E-12
TUBB4B	4.34E-08	4.62E-09	9.396705142	2.70E-20
NA	1.72E-05	2.76E-05	0.622274825	0.533878122
NA	7.62E-07	9.73E-07	0.783657801	0.433393916
NA	4.34E-06	2.78E-05	0.156107052	0.875974616
NA	3.28E-06	5.56E-06	0.589774555	0.555451641
APOL1	7.70E-08	1.77E-08	4.337271418	1.56E-05
RNA5S8	0	1.453387714	0	1
NA	5.88E-07	3.34E-07	1.759678126	0.078714446
ARAP2	-7.36E-08	3.51E-07	-0.209539218	0.834062509
NEXMIF	2.47E-06	8.21E-07	3.003024857	0.002727864
NA	-5.57E-05	9.14E-06	-6.094254225	1.47E-09
CEP55	5.02E-07	4.88E-08	10.28149856	7.85E-24
NA	-6.85E-05	1.15E-05	-5.935421957	3.82E-09
CCND2-AS1	-3.80E-05	2.75E-06	-13.78325932	2.93E-40
NA	-1.83E-06	5.83E-06	-0.314694298	0.753047895
NA	0	1.453387714	0	1
NA	8.73E-06	1.62E-05	0.539712464	0.589494402
NA	1.02E-06	9.95E-07	1.024305545	0.305895206
NA	5.46E-07	5.69E-07	0.959490903	0.337502707
NA	1.26E-05	4.84E-06	2.601078626	0.009406176
NA	8.15E-07	1.22E-06	0.668545954	0.503912358
CORO2A	5.17E-07	5.26E-08	9.830086568	5.40E-22
PDGFC	-8.32E-07	8.70E-08	-9.56491306	6.02E-21
NA	-1.08E-06	5.79E-05	-0.018612605	0.985153208
NA	-1.03E-05	8.74E-06	-1.177596281	0.239188586
RSL24D1	-1.74E-07	2.69E-08	-6.452148935	1.59E-10
NA	-3.15E-06	1.64E-07	-19.22618001	4.07E-72
ROR1	-2.21E-06	2.92E-07	-7.573227866	7.19E-14
NA	5.63E-07	6.99E-07	0.805637809	0.420609617
NA	3.71E-07	1.59E-06	0.232928403	0.815856299
NA	-8.53E-06	4.79E-06	-1.780362847	0.075266842
NA	6.71E-07	5.95E-07	1.128043206	0.259524739
SULT6B1	1.92E-06	1.05E-05	0.182041019	0.855580952
NA	5.42E-06	6.65E-06	0.814875903	0.415303304
SNORA58	1.44E-06	8.34E-07	1.731893358	0.083546776
NA	6.34E-07	1.11E-06	0.570469493	0.568464961
NA	4.17E-06	1.98E-05	0.210893	0.833006189
MYO1G	1.65E-06	2.94E-07	5.609931537	2.51E-08
MESP2	3.32E-07	1.15E-07	2.886008563	0.00397071
NA	-1.27E-05	6.77E-07	-18.70714237	8.25E-69
NA	2.11E-07	3.02E-07	0.698523581	0.48498371
UBE2E3	-2.77E-07	4.02E-08	-6.883550506	9.34E-12
NA	-2.62E-06	2.80E-05	-0.093575513	0.925461816
NA	-1.26E-06	4.68E-07	-2.699142578	0.007048422
NA	7.97E-06	6.45E-06	1.237124489	0.216280311
NA	1.42E-05	2.66E-05	0.531891485	0.594898553
SRSF10	2.36E-07	1.36E-07	1.735661431	0.082877664
TAX1BP1	1.70E-07	4.89E-08	3.483146082	0.000513205
NA	5.80E-06	7.60E-06	0.763426631	0.445357455
NA	4.94E-06	4.05E-06	1.219295799	0.222968984
NA	2.03E-06	3.27E-06	0.619436366	0.535745256
NA	9.16E-05	0.000148858	0.615515152	0.53833003
NA	-1.36E-05	2.22E-05	-0.612727566	0.540171345
PFAS	2.80E-07	2.23E-07	1.258166172	0.208573793
ZRANB1	-1.27E-06	1.72E-07	-7.384831075	2.83E-13
NA	-8.75E-07	6.43E-07	-1.361543909	0.173594702
RC3H2	-2.82E-07	1.40E-07	-2.021091069	0.043489651
NA	2.33E-06	1.12E-05	0.207291336	0.835817133
TTC30A	5.66E-07	1.72E-07	3.293304827	0.001018731
RORB	-6.44E-07	3.38E-07	-1.90558834	0.056939861
GJA4	-4.20E-07	5.40E-08	-7.77708793	1.58E-14
INSL4	1.05E-06	1.39E-06	0.75045483	0.453126361
AC011526.1	-3.71E-06	2.04E-07	-18.16082782	2.20E-65
TLR10	3.98E-08	3.34E-07	0.119196739	0.905139227
NA	6.94E-07	1.12E-06	0.622092431	0.533998002
NA	-1.25E-06	1.33E-07	-9.359728894	3.74E-20
NA	2.39E-06	1.33E-06	1.78870648	0.073911572
APOPT1	2.72E-07	1.43E-07	1.903157913	0.057256486
NA	7.39E-09	1.31E-08	0.565576602	0.571786236
NA	2.74E-05	1.64E-05	1.669366067	0.095302886
NA	-8.27E-06	2.84E-06	-2.913854636	0.003635439
NA	2.07E-06	8.62E-06	0.239903585	0.810445535
PPP1R3G	-1.26E-05	1.09E-06	-11.5637902	2.06E-29
NA	1.17E-05	2.28E-05	0.515516919	0.606285789
NA	3.26E-07	2.35E-06	0.138327325	0.89000469
COL27A1	-1.40E-08	1.23E-07	-0.113149924	0.909930418
TMEM132E	4.07E-07	2.26E-07	1.800446001	0.072038589
NA	-5.20E-06	3.08E-07	-16.92390605	7.62E-58
SPRY1	-6.30E-07	2.43E-08	-25.85925217	8.52E-118
NA	3.08E-05	2.76E-05	1.116947323	0.264238038
NA	-9.71E-07	3.06E-06	-0.316966433	0.751323616
NA	3.07E-07	8.41E-07	0.365162601	0.715053693
NA	2.84E-05	2.05E-05	1.380376771	0.167724988
NA	0	1.453387714	0	1
NA	-1.64E-05	4.27E-06	-3.831577477	0.000133846
NA	-3.87E-06	4.50E-06	-0.86150733	0.389128952
NA	3.60E-06	6.97E-06	0.516608819	0.605523428
NA	-9.71E-06	2.25E-05	-0.431378477	0.66626985
NA	6.61E-06	1.25E-05	0.526815479	0.598418055
SNRNP25	4.77E-07	4.37E-08	10.90232286	1.81E-26
NA	6.01E-05	0.000133369	0.450533725	0.652406157
NA	-5.83E-07	2.46E-07	-2.371418445	0.01787541
NA	3.68E-06	1.65E-06	2.231883529	0.025804729
NA	-1.63E-05	2.33E-05	-0.69993443	0.484102465
CTSO	-3.33E-07	4.06E-08	-8.204065763	5.87E-16
NA	6.25E-06	6.34E-06	0.985025889	0.324807787
NA	3.79E-06	5.05E-06	0.749998584	0.453400997
NA	4.14E-07	3.45E-06	0.119991289	0.904509919
NA	4.38E-06	1.29E-05	0.338458821	0.735076028
NA	3.35E-06	3.46E-06	0.969556065	0.332461102
NA	3.24E-07	3.77E-07	0.859071325	0.390470898
VPS72	5.02E-07	5.08E-08	9.901235922	2.80E-22
NA	-1.61E-06	3.24E-05	-0.04971861	0.960354811
NA	4.08E-06	8.21E-06	0.497473603	0.618945276
NA	-6.81E-06	8.85E-07	-7.693635687	2.95E-14
NA	-1.66E-05	2.97E-05	-0.560454385	0.575273041
NA	1.33E-06	2.54E-06	0.525191626	0.599545965
NA	-1.03E-05	4.68E-05	-0.220550377	0.825479657
NA	6.57E-06	1.09E-05	0.600996363	0.547954693
TRAPPC2B	4.85E-07	1.69E-07	2.872600406	0.004141968
FAM174A	1.96E-07	3.76E-08	5.198170382	2.36E-07
CMC1	5.18E-06	6.88E-07	7.523064998	1.04E-13
NA	-8.26E-06	1.83E-06	-4.506697885	7.22E-06
ASIP	-1.88E-06	1.20E-06	-1.564477461	0.117966313
C1orf234	4.08E-06	3.98E-06	1.027347656	0.304461606
NA	1.17E-05	2.05E-05	0.572603227	0.567019488
NA	1.88E-07	5.78E-07	0.32468725	0.74547377
NA	-5.61E-06	1.79E-05	-0.313948832	0.753613884
LINC00582	8.36E-07	1.17E-06	0.713298966	0.475797982
EPB42	-2.41E-05	1.18E-06	-20.39007335	1.06E-79
MUC13	3.14E-07	1.85E-07	1.693929249	0.090535449
HELZ2	5.34E-07	7.60E-08	7.033155454	3.37E-12
HOXC12	4.34E-07	9.38E-08	4.63024002	4.05E-06
NA	5.28E-06	1.22E-05	0.433052857	0.66505336
NA	6.95E-06	5.56E-06	1.251376059	0.211038586
NA	8.55E-06	2.87E-05	0.297978174	0.765770851
NA	-0.000245922	1.94E-05	-12.65099562	1.51E-34
MIR3135B	2.82E-06	1.90E-06	1.482171903	0.138554294
MIR1231	-8.09E-05	2.86E-05	-2.825083652	0.004804278
NA	2.26E-05	1.72E-05	1.308610659	0.190914149
ADCK1	1.01E-06	4.44E-07	2.262807987	0.023823744
RP11-364B14.1	-0.000124262	4.73E-05	-2.629560168	0.008657686
NA	1.01E-06	1.39E-06	0.727445753	0.467093313
RP11-25I15.3	2.45E-06	1.15E-06	2.124891887	0.033797356
PHB	5.90E-08	1.32E-08	4.459797204	8.96E-06
NA	2.99E-06	5.74E-06	0.520837317	0.602575165
NA	0.000194996	0.000609168	0.320101528	0.748946495
NA	1.24E-05	2.27E-05	0.545234052	0.58569279
DPT	-6.38E-08	2.70E-09	-23.65149259	5.24E-102
TRA2B	2.36E-07	1.43E-07	1.648921159	0.099422726
NA	-4.62E-07	5.04E-06	-0.091519436	0.927094974
NA	2.94E-07	5.30E-07	0.553992591	0.579686026
NA	7.74E-06	2.22E-06	3.487504988	0.000504994
NA	6.27E-07	4.44E-06	0.141037789	0.887863507
RASA2	-7.04E-07	1.45E-07	-4.860723168	1.32E-06
NA	5.80E-07	5.50E-07	1.05411757	0.292039012
NA	-5.70E-05	1.11E-05	-5.159095244	2.90E-07
NA	1.43E-06	1.45E-06	0.984821943	0.324907931
NA	3.68E-06	2.43E-06	1.514818675	0.13007885
NA	9.66E-06	8.79E-06	1.098928924	0.272017135
SRGAP3-AS3	9.08E-07	8.38E-07	1.082905345	0.279065652
NA	-2.15E-05	1.73E-05	-1.245815595	0.213072673
NA	2.50E-06	6.65E-07	3.754646089	0.000181811
NA	5.22E-06	1.48E-05	0.352041532	0.724868265
NA	1.26E-05	1.55E-05	0.808362052	0.419040697
NA	1.33E-07	7.08E-08	1.886186315	0.059508572
