Category+A1:M65	Term	Count	%	PValue	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0031735~CCR10 chemokine receptor binding	3	0.29154519	0.008985871	17.90137858	0.999752566	0.09859859	13.15974034
GOTERM_MF_DIRECT	GO:0008384~IkappaB kinase activity	3	0.29154519	0.008985871	17.90137858	0.999752566	0.09859859	13.15974034
GOTERM_MF_DIRECT	GO:0023029~MHC class Ib protein binding	3	0.29154519	0.008985871	17.90137858	0.999752566	0.09859859	13.15974034
GOTERM_MF_DIRECT	GO:0030369~ICAM-3 receptor activity	3	0.29154519	0.008985871	17.90137858	0.999752566	0.09859859	13.15974034
GOTERM_MF_DIRECT	GO:0031727~CCR2 chemokine receptor binding	3	0.29154519	0.008985871	17.90137858	0.999752566	0.09859859	13.15974034
GOTERM_MF_DIRECT	GO:0015433~peptide antigen-transporting ATPase activity	3	0.29154519	0.008985871	17.90137858	0.999752566	0.09859859	13.15974034
GOTERM_MF_DIRECT	GO:0019959~interleukin-8 binding	3	0.29154519	0.008985871	17.90137858	0.999752566	0.09859859	13.15974034
GOTERM_MF_DIRECT	GO:0042625~ATPase coupled ion transmembrane transporter activity	3	0.29154519	0.008985871	17.90137858	0.999752566	0.09859859	13.15974034
GOTERM_BP_DIRECT	GO:0032481~positive regulation of type I interferon production	9	0.874635569	0.009007736	3.01454132	1	0.11491796	15.39527725
GOTERM_BP_DIRECT	GO:0019722~calcium-mediated signaling	9	0.874635569	0.009007736	3.01454132	1	0.11491796	15.39527725
GOTERM_MF_DIRECT	GO:0016303~1-phosphatidylinositol-3-kinase activity	8	0.777453839	0.009127102	3.330489038	0.999782973	0.098902514	13.35299309
BBID	7.IL17_hematopoesis	10	0.971817298	0.009169755	2.112139358	0.583198559	0.19650662	9.630138375
BBID	48.mice_minus_JAKs_and_STATs	10	0.971817298	0.009169755	2.112139358	0.583198559	0.19650662	9.630138375
BBID	88.Alternatively_Activated_APC	10	0.971817298	0.009169755	2.112139358	0.583198559	0.19650662	9.630138375
GOTERM_BP_DIRECT	GO:0032967~positive regulation of collagen biosynthetic process	6	0.583090379	0.009424219	4.456278473	1	0.119524359	16.04981235
GOTERM_BP_DIRECT	GO:0051044~positive regulation of membrane protein ectodomain proteolysis	5	0.485908649	0.009442055	5.694133605	1	0.119340674	16.07773553
GOTERM_BP_DIRECT	GO:0046688~response to copper ion	5	0.485908649	0.009442055	5.694133605	1	0.119340674	16.07773553
GOTERM_CC_DIRECT	GO:0031902~late endosome membrane	13	1.263362488	0.009593667	2.331673326	0.990311653	0.080850071	12.89565617
GOTERM_MF_DIRECT	GO:0004175~endopeptidase activity	9	0.874635569	0.009685217	2.983563097	0.999870759	0.103442675	14.11275664
GOTERM_BP_DIRECT	GO:0071727~cellular response to triacyl bacterial lipopeptide	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0031296~B cell costimulation	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0036462~TRAIL-activated apoptotic signaling pathway	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0071663~positive regulation of granzyme B production	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:2000391~positive regulation of neutrophil extravasation	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0001812~positive regulation of type I hypersensitivity	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0042512~negative regulation of tyrosine phosphorylation of Stat1 protein	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0038123~toll-like receptor TLR1:TLR2 signaling pathway	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0045058~T cell selection	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0045626~negative regulation of T-helper 1 cell differentiation	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0010693~negative regulation of alkaline phosphatase activity	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0045590~negative regulation of regulatory T cell differentiation	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0044117~growth of symbiont in host	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0071221~cellular response to bacterial lipopeptide	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0032946~positive regulation of mononuclear cell proliferation	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0002331~pre-B cell allelic exclusion	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:1904044~response to aldosterone	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0002636~positive regulation of germinal center formation	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0060559~positive regulation of calcidiol 1-monooxygenase activity	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0002215~defense response to nematode	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:1903659~regulation of complement-dependent cytotoxicity	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0038145~macrophage colony-stimulating factor signaling pathway	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0051712~positive regulation of killing of cells of other organism	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0046968~peptide antigen transport	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0038091~positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:2001179~regulation of interleukin-10 secretion	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0048295~positive regulation of isotype switching to IgE isotypes	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0002292~T cell differentiation involved in immune response	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
GOTERM_BP_DIRECT	GO:0032827~negative regulation of natural killer cell differentiation involved in immune response	3	0.29154519	0.009851126	17.08240081	1	0.123791019	16.71575742
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	32	3.109815355	0.009954623	1.581436115	0.891499386	0.030797473	11.97388971
INTERPRO	IPR015812:Integrin beta subunit	4	0.388726919	0.010199333	8.256701146	0.9999959	0.13288281	15.28751186
GOTERM_MF_DIRECT	GO:0050431~transforming growth factor beta binding	5	0.485908649	0.010224579	5.594180806	0.999921705	0.107667137	14.8410628
SMART	SM00192:LDLa	9	0.874635569	0.010264223	2.92808618	0.915933168	0.07922365	12.46837596
UP_SEQ_FEATURE	domain:Ig-like V-type 1	6	0.583090379	0.010414662	4.392556103	1	0.255642255	16.890044
GOTERM_BP_DIRECT	GO:0009611~response to wounding	10	0.971817298	0.010610958	2.711492193	1	0.132290703	17.88869639
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	27	2.623906706	0.010684438	1.680801787	0.994297592	0.088136961	14.25954639
OMIM_DISEASE	600807~Asthma, susceptibility to	4	0.388726919	0.010901839	7.783251232	0.998545617	0.886700939	14.93442985
UP_KEYWORDS	Amyloidosis	6	0.583090379	0.011017316	4.340762092	0.985636267	0.051656129	14.23387756
UP_KEYWORDS	Osteopetrosis	4	0.388726919	0.011056035	8.102755906	0.985850039	0.051210613	14.28040338
GOTERM_MF_DIRECT	GO:0043236~laminin binding	6	0.583090379	0.011180098	4.296330859	0.999967802	0.115858649	16.11713722
GOTERM_BP_DIRECT	GO:0010634~positive regulation of epithelial cell migration	7	0.680272109	0.011214736	3.623539567	1	0.138856325	18.80958031
UP_SEQ_FEATURE	domain:WH2	5	0.485908649	0.011240909	5.490695129	1	0.270419506	18.107795
UP_KEYWORDS	Diabetes mellitus	10	0.971817298	0.01128778	2.700918635	0.987064824	0.051640862	14.55839122
GOTERM_BP_DIRECT	GO:0045671~negative regulation of osteoclast differentiation	6	0.583090379	0.011342916	4.270600203	1	0.139881824	19.00381934
BIOCARTA	h_cskPathway:Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor	10	0.971817298	0.011551593	2.453941407	0.929284709	0.050617028	13.82159355
BIOCARTA	h_il2Pathway:IL 2 signaling pathway	10	0.971817298	0.011551593	2.453941407	0.929284709	0.050617028	13.82159355
GOTERM_BP_DIRECT	GO:0043525~positive regulation of neuron apoptotic process	8	0.777453839	0.011641991	3.178121082	1	0.142852124	19.45531866
UP_SEQ_FEATURE	domain:IPT/TIG	4	0.388726919	0.011821822	7.906600985	1	0.279688225	18.95386495
GOTERM_BP_DIRECT	GO:0035994~response to muscle stretch	5	0.485908649	0.012016214	5.338250254	1	0.14664457	20.01691207
GOTERM_BP_DIRECT	GO:0090280~positive regulation of calcium ion import	5	0.485908649	0.012016214	5.338250254	1	0.14664457	20.01691207
GOTERM_BP_DIRECT	GO:0097194~execution phase of apoptosis	5	0.485908649	0.012016214	5.338250254	1	0.14664457	20.01691207
GOTERM_BP_DIRECT	GO:0030949~positive regulation of vascular endothelial growth factor receptor signaling pathway	5	0.485908649	0.012016214	5.338250254	1	0.14664457	20.01691207
GOTERM_BP_DIRECT	GO:0035855~megakaryocyte development	5	0.485908649	0.012016214	5.338250254	1	0.14664457	20.01691207
GOTERM_CC_DIRECT	GO:0031234~extrinsic component of cytoplasmic side of plasma membrane	10	0.971817298	0.012027474	2.664015905	0.997033247	0.097070051	15.9115768
UP_KEYWORDS	Nitration	8	0.777453839	0.012095557	3.177551335	0.990541518	0.054607165	15.52082381
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	27	2.623906706	0.012152821	1.637958251	0.93375889	0.036998924	14.43316387
BBID	73.Integrins_and_other_cell-surface_receptors	11	1.068999028	0.012285177	1.965914325	0.690970965	0.209321632	12.70487817
BBID	35.Chemokines_EAE_Autoreactive_T_Cells	8	0.777453839	0.012378165	2.323353293	0.693722643	0.178982372	12.79517227
BBID	125.T_Cells_CNS-APCs	8	0.777453839	0.012378165	2.323353293	0.693722643	0.178982372	12.79517227
GOTERM_CC_DIRECT	GO:0005902~microvillus	9	0.874635569	0.012454331	2.860311813	0.997590051	0.098714874	16.4304083
GOTERM_BP_DIRECT	GO:0051437~positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	11	1.068999028	0.012780007	2.472452749	1	0.154766425	21.1516568
GOTERM_BP_DIRECT	GO:0006898~receptor-mediated endocytosis	20	1.943634597	0.012780983	1.836817292	1	0.154288794	21.15309713
UP_SEQ_FEATURE	metal ion-binding site:Calcium 2; via carbonyl oxygen	7	0.680272109	0.012834386	3.547833775	1	0.297086606	20.40892954
GOTERM_BP_DIRECT	GO:0097186~amelogenesis	4	0.388726919	0.012836154	7.592178139	1	0.154417058	21.23446898
GOTERM_BP_DIRECT	GO:0090073~positive regulation of protein homodimerization activity	4	0.388726919	0.012836154	7.592178139	1	0.154417058	21.23446898
GOTERM_BP_DIRECT	GO:0090197~positive regulation of chemokine secretion	4	0.388726919	0.012836154	7.592178139	1	0.154417058	21.23446898
GOTERM_BP_DIRECT	GO:0007184~SMAD protein import into nucleus	4	0.388726919	0.012836154	7.592178139	1	0.154417058	21.23446898
GOTERM_BP_DIRECT	GO:0032930~positive regulation of superoxide anion generation	4	0.388726919	0.012836154	7.592178139	1	0.154417058	21.23446898
GOTERM_BP_DIRECT	GO:1902894~negative regulation of pri-miRNA transcription from RNA polymerase II promoter	4	0.388726919	0.012836154	7.592178139	1	0.154417058	21.23446898
GOTERM_BP_DIRECT	GO:0070102~interleukin-6-mediated signaling pathway	4	0.388726919	0.012836154	7.592178139	1	0.154417058	21.23446898
GOTERM_BP_DIRECT	GO:0046007~negative regulation of activated T cell proliferation	4	0.388726919	0.012836154	7.592178139	1	0.154417058	21.23446898
GOTERM_BP_DIRECT	GO:0045124~regulation of bone resorption	4	0.388726919	0.012836154	7.592178139	1	0.154417058	21.23446898
SMART	SM00187:INB	4	0.388726919	0.012850729	7.482886905	0.955137965	0.095284096	15.37544752
GOTERM_CC_DIRECT	GO:0005768~endosome	22	2.137998056	0.013021823	1.771274575	0.998172187	0.101346931	17.11556784
SMART	SM00969:SM00969	8	0.777453839	0.013479458	3.06990232	0.961499012	0.096774904	16.06851076
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	32	3.109815355	0.013878656	1.543782874	0.955069664	0.0416114	16.31943003
GOTERM_BP_DIRECT	GO:0045454~cell redox homeostasis	11	1.068999028	0.013942475	2.440342973	1	0.16611938	22.84951925
BIOCARTA	h_bcrPathway:BCR Signaling Pathway	13	1.263362488	0.014166139	2.064197772	0.961340992	0.060640689	16.69481719
GOTERM_CC_DIRECT	GO:0005911~cell-cell junction	18	1.749271137	0.014318128	1.895788062	0.999028627	0.109180394	18.66110555
GOTERM_MF_DIRECT	GO:0008237~metallopeptidase activity	11	1.068999028	0.014422086	2.431051412	0.999998431	0.145496295	20.31461635
UP_SEQ_FEATURE	metal ion-binding site:Calcium; via carbonyl oxygen	7	0.680272109	0.014471005	3.459137931	1	0.325357094	22.70877902
GOTERM_BP_DIRECT	GO:0007565~female pregnancy	12	1.166180758	0.014506925	2.303245054	1	0.171741919	23.6614081
UP_KEYWORDS	Chromosomal rearrangement	27	2.623906706	0.014848673	1.637533005	0.996751906	0.065936221	18.72600512
GOTERM_CC_DIRECT	GO:0008385~IkappaB kinase complex	4	0.388726919	0.014983247	7.24612326	0.999297931	0.11222828	19.4436559
GOTERM_BP_DIRECT	GO:0060749~mammary gland alveolus development	5	0.485908649	0.014999712	5.024235533	1	0.1765227	24.36360517
UP_KEYWORDS	Sialic acid	5	0.485908649	0.015132477	5.064222441	0.997091268	0.066399188	19.04991348
OMIM_DISEASE	613652~C1q deficiency	3	0.29154519	0.015256349	13.62068966	0.999895137	0.8988059	20.29623683
OMIM_DISEASE	611162~Malaria, cerebral, susceptibility to	3	0.29154519	0.015256349	13.62068966	0.999895137	0.8988059	20.29623683
OMIM_DISEASE	603554~Omenn syndrome	3	0.29154519	0.015256349	13.62068966	0.999895137	0.8988059	20.29623683
GOTERM_MF_DIRECT	GO:0019838~growth factor binding	6	0.583090379	0.015497659	3.978084129	0.999999425	0.153874012	21.66317979
GOTERM_MF_DIRECT	GO:0042056~chemoattractant activity	6	0.583090379	0.015497659	3.978084129	0.999999425	0.153874012	21.66317979
UP_SEQ_FEATURE	domain:SRCR 3	4	0.388726919	0.015651971	7.187819077	1	0.343912935	24.32922229
UP_SEQ_FEATURE	glycosylation site:O-linked (Xyl...) (chondroitin sulfate)	4	0.388726919	0.015651971	7.187819077	1	0.343912935	24.32922229
GOTERM_MF_DIRECT	GO:0043274~phospholipase binding	5	0.485908649	0.015732678	4.972605161	0.999999539	0.154385034	21.95499036
GOTERM_BP_DIRECT	GO:0040014~regulation of multicellular organism growth	6	0.583090379	0.01594208	3.942092496	1	0.186022146	25.68945323
INTERPRO	IPR006619:Peptidoglycan recognition protein family domain, metazoa/bacteria	3	0.29154519	0.016118184	13.93318318	0.999999997	0.200229569	23.12363428
INTERPRO	IPR005124:Vacuolar (H+)-ATPase G subunit	3	0.29154519	0.016118184	13.93318318	0.999999997	0.200229569	23.12363428
INTERPRO	IPR010457:Immunoglobulin C2-set-like, ligand-binding	3	0.29154519	0.016118184	13.93318318	0.999999997	0.200229569	23.12363428
INTERPRO	IPR003884:Factor I / membrane attack complex	3	0.29154519	0.016118184	13.93318318	0.999999997	0.200229569	23.12363428
INTERPRO	IPR012171:Fatty acid/sphingolipid desaturase	3	0.29154519	0.016118184	13.93318318	0.999999997	0.200229569	23.12363428
INTERPRO	IPR003988:Intercellular adhesion molecule	3	0.29154519	0.016118184	13.93318318	0.999999997	0.200229569	23.12363428
INTERPRO	IPR015510:Peptidoglycan recognition protein	3	0.29154519	0.016118184	13.93318318	0.999999997	0.200229569	23.12363428
INTERPRO	IPR002502:N-acetylmuramoyl-L-alanine amidase domain	3	0.29154519	0.016118184	13.93318318	0.999999997	0.200229569	23.12363428
GOTERM_CC_DIRECT	GO:0005796~Golgi lumen	12	1.166180758	0.016520244	2.264413519	0.99966874	0.12123308	21.2253084
GOTERM_CC_DIRECT	GO:0036021~endolysosome lumen	3	0.29154519	0.0169197	13.58648111	0.999727538	0.122155581	21.68231079
GOTERM_CC_DIRECT	GO:0044216~other organism cell	3	0.29154519	0.0169197	13.58648111	0.999727538	0.122155581	21.68231079
GOTERM_CC_DIRECT	GO:0035867~alphav-beta3 integrin-IGF-1-IGF1R complex	3	0.29154519	0.0169197	13.58648111	0.999727538	0.122155581	21.68231079
GOTERM_CC_DIRECT	GO:0005955~calcineurin complex	3	0.29154519	0.0169197	13.58648111	0.999727538	0.122155581	21.68231079
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	12	1.166180758	0.016929523	2.252624283	1	0.195829341	27.05511752
GOTERM_BP_DIRECT	GO:0050714~positive regulation of protein secretion	7	0.680272109	0.017007752	3.321577936	1	0.196055288	27.16228914
BBID	15.T-cell_polarization-chemokine_receptors	13	1.263362488	0.017281935	1.77668193	0.809124897	0.210685833	17.43831588
GOTERM_MF_DIRECT	GO:0004897~ciliary neurotrophic factor receptor activity	3	0.29154519	0.017307692	13.42603393	0.999999894	0.166838867	23.88450184
GOTERM_MF_DIRECT	GO:0008745~N-acetylmuramoyl-L-alanine amidase activity	3	0.29154519	0.017307692	13.42603393	0.999999894	0.166838867	23.88450184
GOTERM_MF_DIRECT	GO:0004974~leukotriene receptor activity	3	0.29154519	0.017307692	13.42603393	0.999999894	0.166838867	23.88450184
GOTERM_MF_DIRECT	GO:0034714~type III transforming growth factor beta receptor binding	3	0.29154519	0.017307692	13.42603393	0.999999894	0.166838867	23.88450184
GOTERM_MF_DIRECT	GO:0035877~death effector domain binding	3	0.29154519	0.017307692	13.42603393	0.999999894	0.166838867	23.88450184
GOTERM_MF_DIRECT	GO:0043208~glycosphingolipid binding	3	0.29154519	0.017307692	13.42603393	0.999999894	0.166838867	23.88450184
GOTERM_MF_DIRECT	GO:0046978~TAP1 binding	3	0.29154519	0.017307692	13.42603393	0.999999894	0.166838867	23.88450184
GOTERM_MF_DIRECT	GO:0031731~CCR6 chemokine receptor binding	3	0.29154519	0.017307692	13.42603393	0.999999894	0.166838867	23.88450184
GOTERM_BP_DIRECT	GO:0070072~vacuolar proton-transporting V-type ATPase complex assembly	4	0.388726919	0.017550213	6.832960326	1	0.201079379	27.90136214
GOTERM_BP_DIRECT	GO:0033089~positive regulation of T cell differentiation in thymus	4	0.388726919	0.017550213	6.832960326	1	0.201079379	27.90136214
GOTERM_BP_DIRECT	GO:0051533~positive regulation of NFAT protein import into nucleus	4	0.388726919	0.017550213	6.832960326	1	0.201079379	27.90136214
GOTERM_BP_DIRECT	GO:0035455~response to interferon-alpha	4	0.388726919	0.017550213	6.832960326	1	0.201079379	27.90136214
GOTERM_BP_DIRECT	GO:0042116~macrophage activation	4	0.388726919	0.017550213	6.832960326	1	0.201079379	27.90136214
GOTERM_BP_DIRECT	GO:0002675~positive regulation of acute inflammatory response	4	0.388726919	0.017550213	6.832960326	1	0.201079379	27.90136214
GOTERM_BP_DIRECT	GO:0008228~opsonization	4	0.388726919	0.017550213	6.832960326	1	0.201079379	27.90136214
GOTERM_BP_DIRECT	GO:0007179~transforming growth factor beta receptor signaling pathway	12	1.166180758	0.018248334	2.228139237	1	0.207630992	28.84207775
UP_KEYWORDS	Metalloprotease	15	1.457725948	0.018264196	1.999035174	0.999141099	0.078812199	22.5455249
GOTERM_CC_DIRECT	GO:0043202~lysosomal lumen	11	1.068999028	0.018331017	2.344333996	0.999863479	0.129813237	23.27726995
INTERPRO	IPR001314:Peptidase S1A, chymotrypsin-type	13	1.263362488	0.01839584	2.137243438	1	0.223089222	25.95366554
